Key,ExitTime,Symbol,EntryPrice,ExitPrice,Quantity,PositionStatus,Pnl,ExitType
2024-11-04 13:00:00,2024-11-04 15:00:00,BANKNIFTY04NOV2424000CE,144.0,187.20000000000002,25,-1,-1080.0,stoploss hit
2024-11-04 13:00:00,2024-11-04 15:00:00,BANKNIFTY04NOV2423800PE,189.0,125.4,25,-1,1590.0,expiry over
2024-11-05 13:00:00,2024-11-05 15:00:00,BANKNIFTY05NOV2424000CE,151.9,197.47000000000003,25,-1,-1139.25,stoploss hit
2024-11-05 13:00:00,2024-11-05 15:00:00,BANKNIFTY05NOV2423800PE,127.1,49.8,25,-1,1932.5,expiry over
2024-11-06 13:00:00,2024-11-06 15:00:00,BANKNIFTY06NOV2424500CE,63.75,82.875,25,-1,-478.12,stoploss hit
2024-11-06 13:00:00,2024-11-06 15:00:00,BANKNIFTY06NOV2424300PE,40.7,24.2,25,-1,412.5,expiry over
2024-11-07 13:00:00,2024-11-07 15:00:00,BANKNIFTY07NOV2424300CE,4.45,4.45,25,-1,0.0,stoploss hit
2024-11-07 13:00:00,2024-11-07 15:00:00,BANKNIFTY07NOV2424100PE,1.55,2.015,25,-1,-11.63,stoploss hit
2024-11-08 13:00:00,2024-11-08 15:00:00,BANKNIFTY08NOV2424200CE,129.8,129.5,25,-1,7.5,expiry over
2024-11-08 13:00:00,2024-11-08 15:00:00,BANKNIFTY08NOV2424000PE,91.8,79.15,25,-1,316.25,expiry over
2024-11-11 13:00:00,2024-11-11 15:00:00,BANKNIFTY11NOV2424300CE,87.0,57.25,25,-1,743.75,expiry over
2024-11-11 13:00:00,2024-11-11 15:00:00,BANKNIFTY11NOV2424100PE,70.3,91.39,25,-1,-527.25,stoploss hit
2024-11-12 13:00:00,2024-11-12 15:00:00,BANKNIFTY12NOV2424100CE,77.45,43.8,25,-1,841.25,expiry over
2024-11-12 13:00:00,2024-11-12 15:00:00,BANKNIFTY12NOV2423900PE,69.55,90.415,25,-1,-521.63,stoploss hit
2024-11-13 13:00:00,2024-11-13 15:00:00,BANKNIFTY13NOV2423800CE,39.85,51.80500000000001,25,-1,-298.88,stoploss hit
2024-11-13 13:00:00,2024-11-13 15:00:00,BANKNIFTY13NOV2423600PE,72.2,72.2,25,-1,0.0,stoploss hit
2024-11-14 13:00:00,2024-11-14 15:00:00,BANKNIFTY14NOV2423600CE,5.6,7.279999999999999,25,-1,-42.0,stoploss hit
2024-11-14 13:00:00,2024-11-14 15:00:00,BANKNIFTY14NOV2423400PE,2.6,2.6,25,-1,0.0,stoploss hit
2024-11-18 13:00:00,2024-11-18 15:00:00,BANKNIFTY18NOV2423600CE,79.15,56.5,25,-1,566.25,expiry over
2024-11-18 13:00:00,2024-11-18 15:00:00,BANKNIFTY18NOV2423400PE,84.0,109.2,25,-1,-630.0,stoploss hit
2024-11-19 13:00:00,2024-11-19 15:00:00,BANKNIFTY19NOV2423900CE,30.9,9.5,25,-1,535.0,expiry over
2024-11-19 13:00:00,2024-11-19 15:00:00,BANKNIFTY19NOV2423700PE,65.95,85.73500000000001,25,-1,-494.63,stoploss hit
2024-11-21 13:00:00,2024-11-21 15:00:00,BANKNIFTY21NOV2423400CE,3.65,4.745,25,-1,-27.38,stoploss hit
2024-11-21 13:00:00,2024-11-21 15:00:00,BANKNIFTY21NOV2423200PE,4.65,0.5,25,-1,103.75,expiry over
2024-11-22 13:00:00,2024-11-22 15:00:00,BANKNIFTY22NOV2423800CE,164.8,214.24,25,-1,-1236.0,stoploss hit
2024-11-22 13:00:00,2024-11-22 15:00:00,BANKNIFTY22NOV2423600PE,157.0,103.05,25,-1,1348.75,expiry over
2024-11-25 13:00:00,2024-11-25 15:00:00,BANKNIFTY25NOV2424300CE,89.7,116.61000000000001,25,-1,-672.75,stoploss hit
2024-11-25 13:00:00,2024-11-25 15:00:00,BANKNIFTY25NOV2424100PE,131.3,83.15,25,-1,1203.75,expiry over
2024-11-26 13:00:00,2024-11-26 15:00:00,BANKNIFTY26NOV2424300CE,66.1,85.92999999999999,25,-1,-495.75,stoploss hit
2024-11-26 13:00:00,2024-11-26 15:00:00,BANKNIFTY26NOV2424100PE,81.25,54.55,25,-1,667.5,expiry over
2024-11-27 13:00:00,2024-11-27 15:00:00,BANKNIFTY27NOV2424400CE,55.4,72.02,25,-1,-415.5,stoploss hit
2024-11-27 13:00:00,2024-11-27 15:00:00,BANKNIFTY27NOV2424200PE,33.65,33.65,25,-1,0.0,stoploss hit
2024-11-28 13:00:00,2024-11-28 15:00:00,BANKNIFTY28NOV2424100CE,29.55,38.415,25,-1,-221.62,stoploss hit
2024-11-28 13:00:00,2024-11-28 15:00:00,BANKNIFTY28NOV2423900PE,29.45,29.45,25,-1,0.0,stoploss hit
2024-11-29 13:00:00,2024-11-29 15:00:00,BANKNIFTY29NOV2424200CE,146.15,157.95,25,-1,-295.0,expiry over
2024-11-29 13:00:00,2024-11-29 15:00:00,BANKNIFTY29NOV2424000PE,109.0,83.55,25,-1,636.25,expiry over
2024-12-02 13:00:00,2024-12-02 15:00:00,BANKNIFTY02DEC2424300CE,125.25,162.82500000000002,25,-1,-939.38,stoploss hit
2024-12-02 13:00:00,2024-12-02 15:00:00,BANKNIFTY02DEC2424100PE,115.55,78.45,25,-1,927.5,expiry over
2024-12-03 13:00:00,2024-12-03 15:00:00,BANKNIFTY03DEC2424500CE,100.55,107.3,25,-1,-168.75,expiry over
2024-12-03 13:00:00,2024-12-03 15:00:00,BANKNIFTY03DEC2424300PE,84.75,75.8,25,-1,223.75,expiry over
2024-12-04 13:00:00,2024-12-04 15:00:00,BANKNIFTY04DEC2424600CE,56.65,73.645,25,-1,-424.87,stoploss hit
2024-12-04 13:00:00,2024-12-04 15:00:00,BANKNIFTY04DEC2424400PE,97.85,97.85,25,-1,0.0,stoploss hit
2024-12-05 13:00:00,2024-12-05 15:00:00,BANKNIFTY05DEC2424700CE,69.05,89.765,25,-1,-517.88,stoploss hit
2024-12-05 13:00:00,2024-12-05 15:00:00,BANKNIFTY05DEC2424500PE,80.35,80.35,25,-1,0.0,stoploss hit
2024-12-06 13:00:00,2024-12-06 15:00:00,BANKNIFTY06DEC2424800CE,153.8,131.15,25,-1,566.25,expiry over
2024-12-06 13:00:00,2024-12-06 15:00:00,BANKNIFTY06DEC2424600PE,132.55,146.35,25,-1,-345.0,expiry over
2024-12-09 13:00:00,2024-12-09 15:00:00,BANKNIFTY09DEC2424700CE,125.75,110.35,25,-1,385.0,expiry over
2024-12-09 13:00:00,2024-12-09 15:00:00,BANKNIFTY09DEC2424500PE,89.75,93.65,25,-1,-97.5,expiry over
2024-12-10 13:00:00,2024-12-10 15:00:00,BANKNIFTY10DEC2424700CE,66.3,72.05,25,-1,-143.75,expiry over
2024-12-10 13:00:00,2024-12-10 15:00:00,BANKNIFTY10DEC2424500PE,104.9,79.0,25,-1,647.5,expiry over
2024-12-11 13:00:00,2024-12-11 15:00:00,BANKNIFTY11DEC2424700CE,45.4,38.35,25,-1,176.25,expiry over
2024-12-11 13:00:00,2024-12-11 15:00:00,BANKNIFTY11DEC2424500PE,27.15,24.1,25,-1,76.25,expiry over
2024-12-12 13:00:00,2024-12-12 15:00:00,BANKNIFTY12DEC2424700CE,5.8,7.54,25,-1,-43.5,stoploss hit
2024-12-12 13:00:00,2024-12-12 15:00:00,BANKNIFTY12DEC2424500PE,15.55,15.55,25,-1,0.0,stoploss hit
2024-12-13 13:00:00,2024-12-13 15:00:00,BANKNIFTY13DEC2424800CE,124.7,119.65,25,-1,126.25,expiry over
2024-12-13 13:00:00,2024-12-13 15:00:00,BANKNIFTY13DEC2424600PE,142.9,93.95,25,-1,1223.75,expiry over
2024-12-16 13:00:00,2024-12-16 15:00:00,BANKNIFTY16DEC2424700CE,153.15,157.95,25,-1,-120.0,expiry over
2024-12-16 13:00:00,2024-12-16 15:00:00,BANKNIFTY16DEC2424500PE,102.5,73.0,25,-1,737.5,expiry over
2024-12-17 13:00:00,2024-12-17 15:00:00,BANKNIFTY17DEC2424500CE,109.05,69.9,25,-1,978.75,expiry over
2024-12-17 13:00:00,2024-12-17 15:00:00,BANKNIFTY17DEC2424300PE,74.55,96.915,25,-1,-559.13,stoploss hit
2024-12-18 13:00:00,2024-12-18 15:00:00,BANKNIFTY18DEC2424300CE,46.9,60.97,25,-1,-351.75,stoploss hit
2024-12-18 13:00:00,2024-12-18 15:00:00,BANKNIFTY18DEC2424100PE,49.0,49.0,25,-1,0.0,stoploss hit
2024-12-19 13:00:00,2024-12-19 15:00:00,BANKNIFTY19DEC2424100CE,7.7,0.7,25,-1,175.0,expiry over
2024-12-19 13:00:00,2024-12-19 15:00:00,BANKNIFTY19DEC2423900PE,6.9,8.97,25,-1,-51.75,stoploss hit
2024-12-20 13:00:00,2024-12-20 15:00:00,BANKNIFTY20DEC2423900CE,135.0,84.25,25,-1,1268.75,expiry over
2024-12-20 13:00:00,2024-12-20 15:00:00,BANKNIFTY20DEC2423700PE,140.65,182.84500000000003,25,-1,-1054.88,stoploss hit
2024-12-23 13:00:00,2024-12-23 15:00:00,BANKNIFTY23DEC2423800CE,66.5,86.45,25,-1,-498.75,stoploss hit
2024-12-23 13:00:00,2024-12-23 15:00:00,BANKNIFTY23DEC2423600PE,69.15,41.45,25,-1,692.5,expiry over
2024-12-24 13:00:00,2024-12-24 15:00:00,BANKNIFTY24DEC2423900CE,37.1,23.8,25,-1,332.5,expiry over
2024-12-24 13:00:00,2024-12-24 15:00:00,BANKNIFTY24DEC2423700PE,33.15,43.095,25,-1,-248.62,stoploss hit
2024-12-26 13:00:00,2024-12-26 15:00:00,BANKNIFTY26DEC2423800CE,5.75,7.4750000000000005,25,-1,-43.13,stoploss hit
2024-12-26 13:00:00,2024-12-26 15:00:00,BANKNIFTY26DEC2423600PE,3.0,3.0,25,-1,0.0,stoploss hit
2024-12-27 13:00:00,2024-12-27 15:00:00,BANKNIFTY27DEC2423900CE,138.2,119.4,25,-1,470.0,expiry over
2024-12-27 13:00:00,2024-12-27 15:00:00,BANKNIFTY27DEC2423700PE,82.65,80.85,25,-1,45.0,expiry over
2024-12-30 13:00:00,2024-12-30 15:00:00,BANKNIFTY30DEC2423900CE,96.1,57.9,25,-1,955.0,expiry over
2024-12-30 13:00:00,2024-12-30 15:00:00,BANKNIFTY30DEC2423700PE,95.15,123.69500000000001,25,-1,-713.62,stoploss hit
2024-12-31 13:00:00,2024-12-31 15:00:00,BANKNIFTY31DEC2423700CE,96.85,125.905,25,-1,-726.38,stoploss hit
2024-12-31 13:00:00,2024-12-31 15:00:00,BANKNIFTY31DEC2423500PE,91.95,67.15,25,-1,620.0,expiry over
